State,Year,Quarter,District_name,Transaction_count,Transaction_amount
Andhra Pradesh,2023,4,Chittoor District,163521593,274132458092.0
Andhra Pradesh,2023,4,Guntur District,160724947,281806839570.0
Andhra Pradesh,2023,4,Krishna District,173309415,298339038877.0
Andhra Pradesh,2024,1,East Godavari District,179489444,306324309402.0
Andhra Pradesh,2024,1,Srikakulam District,66267698,118669200655.0
Andhra Pradesh,2024,1,Spsr Nellore District,108549115,190803645040.0
Andhra Pradesh,2024,1,Vizianagaram District,61170983,105672797741.0
Andhra Pradesh,2024,1,Visakhapatnam District,238418938,363341573689.0
Andhra Pradesh,2024,1,Prakasam District,99550457,187480623851.0
Andhra Pradesh,2024,1,Anantapur District,125240418,212681689201.0
Andhra Pradesh,2024,1,Ysr District,94211451,190227479302.0
Andhra Pradesh,2024,1,West Godavari District,127602250,228733104931.0
Andhra Pradesh,2024,1,Kurnool District,115036343,204805909023.0
Andhra Pradesh,2024,1,Chittoor District,179903083,289620567340.0
Andhra Pradesh,2024,1,Guntur District,173636233,297371276946.0
Andhra Pradesh,2024,1,Krishna District,186352072,316993492628.0
Andhra Pradesh,2024,2,East Godavari District,197431466,319787453310.0
Andhra Pradesh,2024,2,Srikakulam District,70555405,119668161926.0
Andhra Pradesh,2024,2,Spsr Nellore District,121146667,208460354672.0
Andhra Pradesh,2024,2,Vizianagaram District,64618416,106767080307.0
Andhra Pradesh,2024,2,Visakhapatnam District,260339876,378402015204.0
Andhra Pradesh,2024,2,Prakasam District,112437837,202731369689.0
Andhra Pradesh,2024,2,Anantapur District,136536485,225723880453.0
Andhra Pradesh,2024,2,Ysr District,103280919,200094107316.0
Andhra Pradesh,2024,2,West Godavari District,143617131,249493284812.0
Andhra Pradesh,2024,2,Kurnool District,127978397,213990808953.0
Andhra Pradesh,2024,2,Chittoor District,194201427,307619765473.0
Andhra Pradesh,2024,2,Guntur District,191134818,314056718623.0
Andhra Pradesh,2024,2,Krishna District,206843456,335127419350.0
Andhra Pradesh,2024,3,East Godavari District,85529302,134055222841.0
Andhra Pradesh,2024,3,Srikakulam District,62184993,97813235035.0
Andhra Pradesh,2024,3,Visakhapatnam District,213106280,290036726818.0
Andhra Pradesh,2024,3,Sri Potti Sriramulu Nellore District,106917876,175836307089.0
Andhra Pradesh,2024,3,Kurnool District,76743327,116585260974.0
Andhra Pradesh,2024,3,Guntur District,127566851,190039358188.0
Andhra Pradesh,2024,3,Krishna District,53171206,79983950321.0
Andhra Pradesh,2024,3,Annamayya District,62848984,112657755790.0
Andhra Pradesh,2024,3,Ananthapuramu District,91820629,142914453423.0
Andhra Pradesh,2024,3,Vizianagaram District,62554001,95045716716.0
Andhra Pradesh,2024,3,Tirupati District,149968579,211447552571.0
Andhra Pradesh,2024,3,Alluri Sitharama Raju District,13047314,17711034657.0
Andhra Pradesh,2024,3,Nandyal District,58218141,94767854409.0
Andhra Pradesh,2024,3,Sri Sathyasai District,54635514,85171801342.0
Andhra Pradesh,2024,3,Palnadu District,63733956,103932427004.0
Andhra Pradesh,2024,3,Prakasam District,85310768,143771093092.0
Andhra Pradesh,2024,3,Parvathipuram Manyam District,16244017,26358426448.0
Andhra Pradesh,2024,3,Dr Br Ambedkar Konaseema District,51948055,82595773585.0
Andhra Pradesh,2024,3,Bapatla District,46247509,74276374977.0
Andhra Pradesh,2024,3,Ntr District,152140699,224873105608.0
Andhra Pradesh,2024,3,Kakinada District,95570509,138371672925.0
Andhra Pradesh,2024,3,Anakapalli District,62265420,94198852698.0
Andhra Pradesh,2024,3,Ysr District,81092780,147753373999.0
Andhra Pradesh,2024,3,West Godavari District,71827279,115940451584.0
Andhra Pradesh,2024,3,Eluru District,81354859,126434474521.0
Andhra Pradesh,2024,3,Chittoor District,65322514,104073350874.0
Andhra Pradesh,2024,4,East Godavari District,96791979,147921011637.0
Andhra Pradesh,2024,4,Srikakulam District,68020232,104655474413.0
Andhra Pradesh,2024,4,Visakhapatnam District,229565019,302371361659.0
Andhra Pradesh,2024,4,Sri Potti Sriramulu Nellore District,114316424,182545036925.0
Andhra Pradesh,2024,4,Kurnool District,84094067,125400553798.0
Andhra Pradesh,2024,4,Guntur District,139286726,201755300053.0
Andhra Pradesh,2024,4,Krishna District,59157277,87816112495.0
Andhra Pradesh,2024,4,Annamayya District,67565763,115547782003.0
Andhra Pradesh,2024,4,Ananthapuramu District,100670947,151922187881.0
Andhra Pradesh,2024,4,Vizianagaram District,68941987,103240952250.0
Andhra Pradesh,2024,4,Tirupati District,159672169,217180680249.0
Andhra Pradesh,2024,4,Alluri Sitharama Raju District,16328675,22054853299.0
Andhra Pradesh,2024,4,Nandyal District,65846099,107236824037.0
Andhra Pradesh,2024,4,Sri Sathyasai District,59833855,91086871790.0
Andhra Pradesh,2024,4,Palnadu District,68725562,111366598419.0
Andhra Pradesh,2024,4,Prakasam District,90937455,149042387778.0
Andhra Pradesh,2024,4,Parvathipuram Manyam District,17808047,29400489754.0
Andhra Pradesh,2024,4,Dr Br Ambedkar Konaseema District,59479299,92702253484.0
Andhra Pradesh,2024,4,Bapatla District,50922968,79581355819.0
Andhra Pradesh,2024,4,Ntr District,171465537,247316521377.0
Andhra Pradesh,2024,4,Kakinada District,106856932,150518386058.0
Andhra Pradesh,2024,4,Anakapalli District,68465689,101420705724.0
Andhra Pradesh,2024,4,Ysr District,87733584,154462449389.0
Andhra Pradesh,2024,4,West Godavari District,80979438,126425425232.0
Andhra Pradesh,2024,4,Eluru District,92216645,140703076456.0
Andhra Pradesh,2024,4,Chittoor District,70763169,108340916987.0
Arunachal Pradesh,2018,1,Lower Dibang Valley District,1356,1076236.814073793
Arunachal Pradesh,2018,1,Lower Subansiri District,1477,3650727.893614269
Arunachal Pradesh,2018,1,Longding District,2321,4361531.578447229
Arunachal Pradesh,2018,1,West Siang District,1887,4796675.565399804
Arunachal Pradesh,2018,1,Kamle District,14,7971.330494807651
Arunachal Pradesh,2018,1,Upper Siang District,126,186610.66988095018
Arunachal Pradesh,2018,1,Tirap District,945,1064265.0002443574
Arunachal Pradesh,2018,1,Papum Pare District,14224,32555848.462331478
Arunachal Pradesh,2018,1,Kurung Kumey District,84,99416.58027150274
Arunachal Pradesh,2018,1,Siang District,252,339471.80434222345
Arunachal Pradesh,2018,1,Lower Siang District,1292,2337960.7148240386
Arunachal Pradesh,2018,1,Kra Daadi District,207,495375.1454853307
Arunachal Pradesh,2018,1,Changlang District,3195,5380749.415278763
Arunachal Pradesh,2018,1,Pakke Kessang District,9,9131.404205737199
Arunachal Pradesh,2018,1,Dibang Valley District,2,169.88856537681642
Arunachal Pradesh,2018,1,West Kameng District,5787,9540632.547015157
Arunachal Pradesh,2018,1,East Siang District,3286,5533620.186295529
Arunachal Pradesh,2018,1,Upper Subansiri District,735,1358367.5018580484
Arunachal Pradesh,2018,1,East Kameng District,529,473824.76595106337
Arunachal Pradesh,2018,1,Lohit District,3747,11496949.54576835
Arunachal Pradesh,2018,1,Lepa Rada District,288,403149.46702687367
Arunachal Pradesh,2018,1,Tawang District,2334,5055665.022950603
Arunachal Pradesh,2018,1,Namsai District,1400,2162984.705083958
Arunachal Pradesh,2018,2,Lower Dibang Valley District,1827,2561237.506207262
Arunachal Pradesh,2018,2,Lower Subansiri District,1666,4113742.04406352
Arunachal Pradesh,2018,2,Longding District,4634,10271170.165521314
Arunachal Pradesh,2018,2,West Siang District,2579,7610989.567485569
Arunachal Pradesh,2018,2,Kamle District,12,23654.058373191845
Arunachal Pradesh,2018,2,Upper Siang District,240,494895.09277159756
Arunachal Pradesh,2018,2,Tirap District,1903,3126393.7649546335
Arunachal Pradesh,2018,2,Papum Pare District,25363,66520931.20355793
Arunachal Pradesh,2018,2,Kurung Kumey District,83,123737.2220411206
Arunachal Pradesh,2018,2,Anjaw District,7,7871.020814692305
Arunachal Pradesh,2018,2,Siang District,336,740232.6309634304
Arunachal Pradesh,2018,2,Lower Siang District,2292,2179451.657976534
Arunachal Pradesh,2018,2,Kra Daadi District,247,987135.9959717204
Arunachal Pradesh,2018,2,Changlang District,6066,13294258.50337311
Arunachal Pradesh,2018,2,Pakke Kessang District,48,58359.57138935899
Arunachal Pradesh,2018,2,Dibang Valley District,68,65769.2036735354
Arunachal Pradesh,2018,2,West Kameng District,10466,25521321.34140157
Arunachal Pradesh,2018,2,East Siang District,6363,15285584.202916935
Arunachal Pradesh,2018,2,Upper Subansiri District,1285,2911910.3689207276
Arunachal Pradesh,2018,2,East Kameng District,522,1825297.4617279815
Arunachal Pradesh,2018,2,Lohit District,6962,20520618.881890118
Arunachal Pradesh,2018,2,Lepa Rada District,511,731444.7370576829
Arunachal Pradesh,2018,2,Tawang District,5447,13722374.811357912
Arunachal Pradesh,2018,2,Namsai District,3230,6271811.327635023
Arunachal Pradesh,2018,3,Lower Dibang Valley District,2824,6074558.207066888
Arunachal Pradesh,2018,3,Lower Subansiri District,2346,5154231.737357968
Arunachal Pradesh,2018,3,Longding District,5288,18327334.050755527
Arunachal Pradesh,2018,3,West Siang District,3337,12966152.792519316
Arunachal Pradesh,2018,3,Kamle District,93,30504.94301319112
Arunachal Pradesh,2018,3,Upper Siang District,250,743956.1055720671
Arunachal Pradesh,2018,3,Tirap District,3322,7479257.007852319
Arunachal Pradesh,2018,3,Papum Pare District,43282,101080479.2917223
Arunachal Pradesh,2018,3,Kurung Kumey District,255,303027.4066451341
Arunachal Pradesh,2018,3,Anjaw District,13,95403.67678261214
Arunachal Pradesh,2018,3,Siang District,615,2141734.499956036
Arunachal Pradesh,2018,3,Lower Siang District,2625,3045590.882295873
Arunachal Pradesh,2018,3,Kra Daadi District,436,1606758.4080739785
Arunachal Pradesh,2018,3,Changlang District,10162,20494174.949715402
Arunachal Pradesh,2018,3,Pakke Kessang District,165,305164.81707575504
Arunachal Pradesh,2018,3,Dibang Valley District,29,196466.66696677107
Arunachal Pradesh,2018,3,West Kameng District,17026,48528147.45054105
Arunachal Pradesh,2018,3,East Siang District,10539,24885270.773230057
Arunachal Pradesh,2018,3,Upper Subansiri District,1601,4223297.613673143
Arunachal Pradesh,2018,3,East Kameng District,1029,3132863.590645522
Arunachal Pradesh,2018,3,Lohit District,11595,32702331.664437763
Arunachal Pradesh,2018,3,Lepa Rada District,523,1777602.4370017413
Arunachal Pradesh,2018,3,Tawang District,8715,25733824.994109266
Arunachal Pradesh,2018,3,Namsai District,5076,10698272.774381302
Arunachal Pradesh,2018,4,Lower Dibang Valley District,4227,10951332.393937869
Arunachal Pradesh,2018,4,Lower Subansiri District,3735,8884930.591487257
Arunachal Pradesh,2018,4,Longding District,6581,22545311.85089966
Arunachal Pradesh,2018,4,West Siang District,3813,14013986.244825875
Arunachal Pradesh,2018,4,Kamle District,247,361497.05682825705
Arunachal Pradesh,2018,4,Upper Siang District,1041,2157332.9473089008
Arunachal Pradesh,2018,4,Tirap District,5725,10811742.670586085
Arunachal Pradesh,2018,4,Papum Pare District,55224,154875448.20778143
Arunachal Pradesh,2018,4,Kurung Kumey District,444,759686.7195777439
Arunachal Pradesh,2018,4,Anjaw District,273,495578.19942643447
Arunachal Pradesh,2018,4,Siang District,822,2176630.237443937
Arunachal Pradesh,2018,4,Lower Siang District,2883,4533291.201383284
Arunachal Pradesh,2018,4,Kra Daadi District,750,3254327.442489025
Arunachal Pradesh,2018,4,Changlang District,13950,32343047.413952358
Arunachal Pradesh,2018,4,Pakke Kessang District,297,462143.5189972004
Arunachal Pradesh,2018,4,Dibang Valley District,40,97205.28808666342
Arunachal Pradesh,2018,4,West Kameng District,25439,89194886.84322134
Arunachal Pradesh,2018,4,Shi Yomi District,61,42483.80153055695
Arunachal Pradesh,2018,4,East Siang District,12893,34272134.344916776
Arunachal Pradesh,2018,4,Upper Subansiri District,2686,8771042.079749444
Arunachal Pradesh,2018,4,East Kameng District,1750,5936855.710462087
Arunachal Pradesh,2018,4,Lohit District,14268,40510521.949797615
Arunachal Pradesh,2018,4,Lepa Rada District,932,3023578.1893019043
Arunachal Pradesh,2018,4,Tawang District,11104,35921510.89403269
Arunachal Pradesh,2018,4,Namsai District,7244,17643523.29373534
Arunachal Pradesh,2019,1,Lower Dibang Valley District,6314,13738776.18143886
Arunachal Pradesh,2019,1,Lower Subansiri District,4994,12615032.122891838
Arunachal Pradesh,2019,1,Longding District,7287,25349462.055245366
Arunachal Pradesh,2019,1,West Siang District,5921,19426751.301233895
Arunachal Pradesh,2019,1,Kamle District,391,725807.1059240355
Arunachal Pradesh,2019,1,Upper Siang District,1154,2756678.3077581595
Arunachal Pradesh,2019,1,Tirap District,6877,14075747.836402504
Arunachal Pradesh,2019,1,Papum Pare District,70941,188556716.3567257
Arunachal Pradesh,2019,1,Kurung Kumey District,740,2076644.1215012982
Arunachal Pradesh,2019,1,Anjaw District,2116,4643030.795590812
Arunachal Pradesh,2019,1,Siang District,1282,2552682.037255951
Arunachal Pradesh,2019,1,Lower Siang District,3565,6923301.927893572
Arunachal Pradesh,2019,1,Kra Daadi District,1070,3797175.4842446605
Arunachal Pradesh,2019,1,Changlang District,17589,40239141.669717625
Arunachal Pradesh,2019,1,Pakke Kessang District,545,1682922.8373646357
Arunachal Pradesh,2019,1,Dibang Valley District,102,301591.38639926765
Arunachal Pradesh,2019,1,West Kameng District,34289,101333633.67604163
Arunachal Pradesh,2019,1,Shi Yomi District,19,212989.63045272
Arunachal Pradesh,2019,1,East Siang District,15621,39284373.05409969
Arunachal Pradesh,2019,1,Upper Subansiri District,3880,14105451.853243299
Arunachal Pradesh,2019,1,East Kameng District,2688,9107597.731491327
Arunachal Pradesh,2019,1,Lohit District,15896,42834776.778045304
Arunachal Pradesh,2019,1,Lepa Rada District,1523,4054526.308789035
Arunachal Pradesh,2019,1,Tawang District,13102,39489779.13784294
Arunachal Pradesh,2019,1,Namsai District,8600,20065516.616355177
Arunachal Pradesh,2019,2,Lower Dibang Valley District,5819,13737167.7479776
Arunachal Pradesh,2019,2,Lower Subansiri District,5579,14746949.652010633
Arunachal Pradesh,2019,2,Longding District,6744,23464027.892812617
Arunachal Pradesh,2019,2,West Siang District,8041,24549832.977181494
Arunachal Pradesh,2019,2,Kamle District,414,1136776.6962042823
Arunachal Pradesh,2019,2,Upper Siang District,1079,3993676.3296563537
Arunachal Pradesh,2019,2,Tirap District,6868,18633793.43372325
Arunachal Pradesh,2019,2,Papum Pare District,86433,246640891.34861866
Arunachal Pradesh,2019,2,Kurung Kumey District,1427,4036511.9338615797
Arunachal Pradesh,2019,2,Anjaw District,2473,5220589.920801567
Arunachal Pradesh,2019,2,Siang District,1654,5373179.351887872
Arunachal Pradesh,2019,2,Lower Siang District,3791,7075961.239041175
Arunachal Pradesh,2019,2,Kra Daadi District,1447,4315353.218765283
Arunachal Pradesh,2019,2,Changlang District,18631,48891048.26477764
Arunachal Pradesh,2019,2,Pakke Kessang District,687,1750138.0587616218
Arunachal Pradesh,2019,2,Dibang Valley District,98,214966.6162180208
Arunachal Pradesh,2019,2,West Kameng District,37430,122521180.75595039
Arunachal Pradesh,2019,2,Shi Yomi District,13,65209.39364354455
Arunachal Pradesh,2019,2,East Siang District,16494,46549881.23941852
Arunachal Pradesh,2019,2,Upper Subansiri District,4827,18395806.566284098
Arunachal Pradesh,2019,2,East Kameng District,2309,8996397.735290494
Arunachal Pradesh,2019,2,Lohit District,18693,48893746.831022196
Arunachal Pradesh,2019,2,Lepa Rada District,2108,5045595.906781289
Arunachal Pradesh,2019,2,Tawang District,15960,55915834.5871187
Arunachal Pradesh,2019,2,Namsai District,9637,22491356.65721929
Arunachal Pradesh,2019,3,Lower Dibang Valley District,8405,15177864.63915902
Arunachal Pradesh,2019,3,Lower Subansiri District,8828,21059967.49943525
Arunachal Pradesh,2019,3,Longding District,10269,26620415.01923828
Arunachal Pradesh,2019,3,West Siang District,11889,30014806.816802975
Arunachal Pradesh,2019,3,Kamle District,677,968784.5134103607
Arunachal Pradesh,2019,3,Upper Siang District,1419,3927440.4417752204
Arunachal Pradesh,2019,3,Tirap District,11249,21737827.19336869
Arunachal Pradesh,2019,3,Papum Pare District,117940,301518075.7016427
Arunachal Pradesh,2019,3,Kurung Kumey District,1579,3674797.099413435
Arunachal Pradesh,2019,3,Anjaw District,4230,9665384.074972186
Arunachal Pradesh,2019,3,Siang District,2640,6888800.898705382
Arunachal Pradesh,2019,3,Lower Siang District,5348,9507511.569068512
Arunachal Pradesh,2019,3,Kra Daadi District,2187,5520848.186492377
Arunachal Pradesh,2019,3,Changlang District,29218,58354823.443366826
Arunachal Pradesh,2019,3,Pakke Kessang District,977,2145842.2925678995
Arunachal Pradesh,2019,3,Dibang Valley District,202,675909.9962923382
Arunachal Pradesh,2019,3,West Kameng District,53939,147186019.8759076
Arunachal Pradesh,2019,3,Shi Yomi District,27,30367.754712275342
Arunachal Pradesh,2019,3,East Siang District,22611,58040119.9573143
